movieId,title,genres,directedBy,starring
49524,Nativity Story|The (2006),Drama,Mira Nair,Denzel Washington|Sarita Choudhury|Roshan Seth|Sharmila Tagore
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,Henri-Georges Clouzot,Suzy Delair|Bernard Blier|Louis Jouvet|Simone Renant
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,Sidney Lumet,Melanie Griffith|Eric Thal|John Pankow|Tracy Pollan
49649,Eragon (2006),Action|Adventure|Fantasy,Andrew V. McLaglen,John Wayne|George Kennedy|Gary Grimes|Neville Brand|Marie Windsor|Morgan Paull|Royal Dano|Denver Pyle|Jackie Coogan|Harry Carey Jr.|Paul Fix|
49651,Rocky Balboa (2006),Action|Drama,Andrew V. McLaglen,John Wayne|Forrest Tucker|Christopher George|Ben Johnson
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance,David Drury,Gabriel Byrne|Greta Scacchi|Denholm Elliott|Ian Bannen|Fulton Mackay|Bill Paterson|David Calder|Robbie Coltrane|Oliver Ford Davies
49688,Dam Busters|The (1955),Action|Drama|War,Wayne Wang,Cora Miao|Russell Wong|Siu-Ming Lau|Eric Tsang
49735,Another Gay Movie (2006),Comedy,Bob Swaim,Sigourney Weaver|Michael Caine|Patrick Kavanagh|Faith Kent
49772,Painted Veil|The (2006),Drama|Romance,Francesco Rosi,John Turturro|Rade Serbedzija|Massimo Ghini|Stefano Dionisi
49793,We Are Marshall (2006),Drama,Donald Petrie,Dana Carvey|Robert Loggia|Todd Graff|Julia Campbell
49822,Good Shepherd|The (2006),Drama|Thriller,Wolfgang Petersen,Tom Berenger|Bob Hoskins|Greta Scacchi|Joanne Walley
49824,Dreamgirls (2006),Drama|Musical,Henry King,Jennifer Jones|William Eythe|Charles Bickford|Vincent Price
49910,Freedom Writers (2007),Drama,John Huston,Paul Newman|Roy Jenson|Gary Combs|Fred Brookfield
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,Lucas Reiner,Mark Mothersbaugh|Gerald V|Casale|Carl Reiner|Nancye Ferguson|David Cassidy
49932,Inland Empire (2006),Drama|Mystery|Thriller,George Roy Hill,Julie Andrews|James Fox|Mary Tyler Moore|Carol Channing
49957,History Boys|The (2006),Comedy|Drama,John Boorman,Dabney Coleman|Uma Thurman|Joanna Cassidy|Crispin Glover
49961,Notes on a Scandal (2006),Drama,Troy Miller,Mimi Rogers|Wayne Federman|Derek Richardson|Eric Christian Olsen|Luis Guzm\u00e1n|Rachel Nichols|Elden Henson|Eugene Levy|Cheri Oteri|William Lee Scott|Shia LaBeouf|Brian Posehn|Lin Shaye|Bob Saget|Julia Duffy
50003,DOA: Dead or Alive (2006),Action|Adventure,Robert Iscove,Kelly Clarkson|Justin Guarini|Katherine Bailess|Anika Noni Rose
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama,Ron Shelton,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington|Lolita Davidovich|Keith David|Master P|Gladys Knight|Lou Diamond Phillips|Meredith Scott Lynn|Kurupt|Andr\u00e9 Benjamin|Clyde Kusatsu|Dwight Yoakam|Martin Landau|Eric Idle|Frank Sinatra Jr.|Robert Wagner|Johnny Grant|Smokey Robinson|Anthony Mackie|Darrell Foster|Regina Russell|Butch Cassidy|K.D. Aubert|Jennette McCurdy|Lauren Sanchez|
50064,Good German|The (2006),Drama|Mystery|Thriller,John Eng|Norton Virgien,Michael Bell|Jodi Carlisle|Nancy Cartwright|Lacey Chabert
50068,Letters from Iwo Jima (2006),Drama|War,Scott Roberts,Guy Pearce|Rachel Griffiths|Robert Taylor|Joel Edgerton
50147,Black Christmas (2006),Action|Horror|Thriller,Thaddeus O'Sullivan,Helena Bonham Carter|Olivia Williams|Paul Bettany|Eleanor Bron
50158,Stomp the Yard (2007),Drama|Musical,Dani\u00e8le Thompson,Jean Reno|Juliette Binoche|Scali Delpeyrat|Sergi L\u00f3pez
50160,Miss Potter (2006),Drama,Bryan Lewis,Laura Harring|Roy Werner|Gerardo Mej\u00eda|Margaret Scarborough
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,Eric Eason,Frank G.|Leo Minaya|Manuel Cabral|Jessica Morales
50274,Venus (2006),Drama|Romance,Julia Montejo|Jesus Nebot,Gina Bernstein|Joe Estevez|Ken Feinberg|Raymond Forchion
50354,The Return of Don Camillo (1953),Comedy,Pavel Lungin,Vladimir Mashkov|Mariya Mironova|Levani Outchaneichvili|Aleksandr Baluyev
50356,The Little World of Don Camillo (1952),Comedy,Rob Reiner,Kate Hudson|Luke Wilson|Sophie Marceau|David Paymer
50440,Primeval (2007),Horror|Thriller,Jed Weintrob,Josh Hamilton|Harold Perrineau Jr.|Isabel Gillies|John Fleck
50442,Alpha Dog (2007),Crime|Drama,Blake Edwards,Glenn Ford|Lee Remick|Stefanie Powers|Roy Poole
50445,Hitcher|The (2007),Action|Horror|Thriller,Mariano Barroso,Javier Bardem|Federico Luppi|Silvia Munt|Daniel Guzm\u00e1n
50514,After the Wedding (Efter brylluppet) (2006),Drama,Ren\u00e9 Cl\u00e9ment,Jean-Paul Belmondo|Charles Boyer|Leslie Caron|Jean-Pierre Cassel|Alain Delon|Kirk Douglas|Glenn Ford|Gert Fr\u00f6be|Yves Montand|Anthony Perkins|Michel Piccoli|Simone Signoret|Robert Stack|Jean-Louis Trintignant|Orson Welles
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy,Peter Yates,Si\u00e2n Phillips|Peter O'Toole|Philippe Noiret|Horst Janson
50610,Beer League (2006),Comedy,D.W. Griffith,Lillian Gish|Dorothy Gish|Joseph Schildkraut|Frank Losee
50613,Dead Meat (2004),Horror,Alan Gibson,Christopher Lee|Peter Cushing|Michael Coles|William Franklyn
50658,49 Up (2005),Documentary,Emma-Kate Croghan,Claudia Karvan|Naomi Watts|Alice Garner|Tom Long
50685,Waitress (2007),Comedy|Drama|Romance,Danny Boyle,Cillian Murphy|Naomie Harris|Noah Huntley|Brendan Gleeson|Megan Burns|Stuart McQuarrie|Ricci Harnett|Christopher Eccleston
50740,Seven Up! (1964),Documentary,McG,Cameron Diaz|Drew Barrymore|Lucy Liu|Bernie Mac|Crispin Glover
50792,Catch and Release (2006),Comedy|Drama|Romance,Monica Stambrini,Maya Sansa|Regina Orioli|Pietro Ragusa|Mariella Valentini
50794,Smokin' Aces (2006),Action|Crime|Drama|Thriller,Jonathan Wacks,Eric Christmas|Steve Buscemi|Harper Roisman|Sam Jenkins
50796,Blood and Chocolate (2007),Drama|Fantasy|Horror|Romance,Johnnie To|Ka-Fai Wai,Andy Lau|Takashi Sorimachi|Simon Yam|Kelly Lin
50798,Epic Movie (2007),Adventure|Comedy,Rick Rosenthal,Alison Eastwood|Rachel Hunter|Lauren Hutton|Tito Larriva|Jessica Lundy|Robert Mailhouse|Michael Ontkean|William Ragsdale|Jonathan Silverman|Kimberly Williams
50800,Messengers|The (2007),Drama|Horror|Thriller,Robert Connolly,David Wenham|Anthony LaPaglia|Sibylla Budd|Steve Rodgers
50802,Because I Said So (2007),Comedy|Drama|Romance,Rainer Werner Fassbinder,Brigitte Mira|El Hedi ben Salem|Irm Hernamm|Barbara Valentin
50804,Hannibal Rising (2007),Drama|Horror|Thriller,Michael Steinberg,Phoebe Cates|Bridget Fonda|Tim Roth|Eric Stoltz
50806,Norbit (2007),Comedy|Romance,John Krish|Peter Sykes,Brian Deacon|Rivka Neuman|Joseph Shiloach|Niko Nitai
50842,Boss of It All|The (Direkt??ren for det hele) (2006),Comedy|Drama,Jack Cardiff,Richard Widmark|Sidney Poitier|Rosanna Schiaffino|Russ Tamblyn
50851,Cocaine Cowboys (2006),Documentary,John Cromwell,Carole Lombard|James Stewart|Charles Coburn|Lucile Watson
50872,Ratatouille (2007),Animation|Children|Drama,Clark L. Paylow,George E. Mather|Esther Furst|Edward Erwin|Austin Green
50912,Paris|I Love You (Paris|je t'aime) (2006),Romance,Fritz Lang,Sylvia Sidney|Henry Fonda|Barton MacLane|Jean Dixon
50923,Astronaut Farmer|The (2007),Drama,Anatole Litvak,Ingrid Bergman|Yul Brynner|Helen Hayes|Akim Tamiroff
50942,Wake Up|Ron Burgundy (2004),Comedy,Arthur Hiller,John Goodman|Kelly McGillis|Trini Alvarado|Bruce Boxleitner
50954,It's a Boy Girl Thing (2006),Comedy|Romance,John Milius,Danny Glover|Willem Dafoe|Brad Johnson|Rosanna Arquette|Tom Sizemore|J. Kenneth Campbell|Dann Florek|Madison Mason|Ving Rhames|Christopher Rich|John Corbett|David Schwimmer|Richard Fancy|Fred Dalton Thompson
50999,Ugly Duckling and Me!|The (2006),Animation|Comedy,Ted Kotcheff,George Segal|Jane Fonda|Ed McMahon|Richard Gautier
51024,The Odyssey (1997),Adventure|Drama|Fantasy,Richard Thorpe,Ava Gardner|Robert Taylor|Mel Ferrer|Anne Crawford
51037,Unknown (2006),Drama|Mystery|Thriller,Howard Zieff,Barbara Streisand|Ryan O'Neal|Paul Sand|Whitman Mayo
51077,Ghost Rider (2007),Action|Fantasy|Thriller,Howard Hawks,Rock Hudson|Paula Prentiss|Maria Perschy|John McGiver
51080,Breach (2007),Drama|Thriller,Fred Schepisi,Tom Selleck|Ken Takakura|Aya Takanashi|Dennis Haysbert
51082,Tyler Perry's Daddy's Little Girls (2007),Comedy|Romance,Jules Dassin,Melina Mercouri|Jules Dassin|George Foundas|Titos Vandis
51084,Music and Lyrics (2007),Comedy|Romance,Martin Ritt,Barbra Streisand|Richard Dreyfuss|Maureen Stapleton|Karl Malden|Eli Wallach|Robert Webber|James Whitmore|Leslie Nielsen
51086,Number 23|The (2007),Drama|Mystery|Thriller,Akira Kurosawa,Richard Gere|Sachiko Murase|Mitsunori Isaki|Hidetaka Yoshioka
51088,Reno 911!: Miami (2007),Comedy,George Sidney,Stewart Granger|Eleanor Parker|Janet Leigh|Mel Ferrer
51091,Black Snake Moan (2006),Drama,Bud Yorkin,Gene Wilder|Donald Sutherland|Hugh Griffith|Jack MacGowran
51167,My Father and My Son (Babam ve oglum) (2005),Drama,Melvin Frank,Rock Hudson|Gina Lollobrigida|Gig Young|Edward Judd
51174,Factory Girl (2006),Drama,Roman Polanski,Roman Polanski|Isabelle Adjani|Jo Van Fleet|Bernard Fresson
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,Leslie Megahey,Colin Firth|Ian Holm|Donald Pleasence|Amina Annabi
51314,Golden Door (Nuovomondo) (2006),Adventure|Drama|Romance,Irvin Kershner,Barbra Streisand|David Selby|Ariane Heller|Terry Smith
51357,Citizen X (1995),Crime|Drama|Thriller,Peter Bogdanovich,Barbra Streisand|Ryan O'Neal|Madeline Kahn|Kenneth Mars
51412,Next (2007),Action|Sci-Fi|Thriller,Ang Lee,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte
51471,Amazing Grace (2006),Drama|Romance,Charles Herman-Wurmfeld,Reese Witherspoon|Sally Field|Luke Wilson|Jennifer Coolidge
51498,2001 Maniacs (2005),Comedy|Horror,Patrick Gilmore|Tim Johnson,Brad Pitt|Catherine Zeta-Jones|Michelle Pfeiffer|Joseph Fiennes
51540,Zodiac (2007),Crime|Drama|Thriller,Jonathan Mostow,Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|David Andrews|Mark Famiglietti|Christopher Lawford|M.C. Gainey|Michael Papajohn|William O'Leary|Chris Hardwick
51545,Pusher III: I'm the Angel of Death (2005),Action|Comedy|Drama|Horror|Thriller,Fran\u00e7ois Ozon,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Marc Fayolle|Jean-Marie Lamour
51562,Babylon 5: The Gathering (1993),Sci-Fi,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport|Jonathan Pryce|Zoe Saldana|Kevin McNally
51573,Meshes of the Afternoon (1943),Fantasy,Karim Ainouz,L\u00e1zaro Ramos|Marcelia Cartaxo|Flavio Bauraqui|Felipe Marques
51575,Wild Hogs (2007),Adventure|Comedy,Stephen Norrington,Sean Connery|Naseeruddin Shah|Peta Wilson|Tony Curran|Stuart Townsend|Shane West|Jason Flemyng|Richard Roxburgh
51662,300 (2007),Action|Fantasy|War|IMAX,Aleksandr Rogozhkin,Anni-Kristiina Juuso|Ville Haapasalo|Viktor Bychkov
51666,Abandoned|The (2006),Horror|Mystery|Thriller,Eitan Gorlin,Albert Illouz|Aryeh Moskona|Oren Rehany|Tchelet Semel
51694,Starter for 10 (2006),Drama|Romance,Claude Berri,Jean-Pierre Bacri|\u00c9milie Dequenne|Brigitte Catillon|Jacques Frantz
51698,Last Mimzy|The (2007),Adventure|Children|Sci-Fi,Tim Fywell,Romola Garai|Rose Byrne|Bill Nighy|Tara Fitzgerald|Henry Cavill|Henry Thomas|Marc Blucas|David Bamber|James Faulkner|Sin\u00e9ad Cusack
51705,Priceless (Hors de prix) (2006),Comedy|Romance,Yolanda Garc\u00eda Serrano|Juan Luis Iborra,Concha Velaso|Georges Corraface|Silke Hornillos Klein|Carlos Fuentes
51709,Host|The (Gwoemul) (2006),Comedy|Drama|Horror|Sci-Fi|Thriller,Michael Polish,James Woods|Nick Nolte|Claire Forlani|Daryl Hannah|Peter Coyote|Jon Gries|Rick Overton|Ben Foster|Anthony Edwards|Marshall Bell|Kyle MacLachlan|Clark Gregg
51834,Becoming Jane (2007),Drama|Romance,Michael Bay,Martin Lawrence|Will Smith|Gabrielle Union|Joe Pantoliano
51884,Namesake|The (2006),Drama|Romance,Clare Kilner,Mandy Moore|Allison Janney|Alexandra Golden|Peter Gallagher
51903,I Think I Love My Wife (2007),Comedy|Drama|Romance,Peter Howitt,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Ben Miller|Kevin McNally
51925,Premonition (2007),Drama|Fantasy|Mystery|Thriller,Jordan Susman,Devon Gummersall|Dylan Bruno|Gina Philips|John Savage
51927,Dead Silence (2007),Horror|Mystery|Thriller,Stephen Frears,Chiwetel Ejiofor|Audrey Tautou|Sergi L\u00f3pez|Sophie Okonedo
51931,Reign Over Me (2007),Drama,Matteo Garrone,Ernesto Mahieux|Valerio Foglia Manzillo|Elisabetta Rocchetti|Lina Bernardi
51933,Pride (2007),Drama,Alex Proyas,Kick Gurry|Maya Stange|Pia Miranda|Russell Dykstra
51935,Shooter (2007),Action|Drama|Thriller,Lucas Belvaux,Catherine Frot|Lucas Belvaux|Dominique Blanc|Ornella Muti
51937,Hills Have Eyes II|The (2007),Horror|Thriller,Kei Kumai,Misa Shimizu|Nagiko Tono|Masatoshi Nagase|Hidetaka Yoshioka
51939,TMNT (Teenage Mutant Ninja Turtles) (2007),Action|Adventure|Animation|Children|Comedy|Fantasy,John Gray,Wil Horneff|Jean Marie Barnwell|Helen Shaver|John C. McGinley|Peter Boyle
52042,Black Book (Zwartboek) (2006),Drama|Thriller|War,John Hughes,James Belushi|Kelly Lynch|Alisan Porter|John Getz|Fred Dalton Thompson|Branscombe Richmond|Steve Carell|Burke Byrnes|Viveka Davis|Edie McClurg|John Ashton|
52241,Lookout|The (2007),Crime|Drama|Thriller,Duwayne Dunham,Rick Moranis|Ed O'Neill|Shawna Waldron|Devon Sawa|Todd Bosley
52245,Blades of Glory (2007),Comedy|Romance,Bob Clark,Dan Aykroyd|Gene Hackman|Dom DeLuise|Ronny Cox
52279,Are We Done Yet? (2007),Comedy,Jack Arnold,Peter Sellers|Jean Seberg|Timothy Bateson|Jacques Cey
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,Delmer Daves,Henry Fonda|Maureen O'Hara|James MacArthur|Donald Crisp
52283,Reaping|The (2007),Horror|Thriller,Larry Charles,Bob Dylan|John Goodman|Jessica Lange|Luke Wilson
52287,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Jan de Bont,Angelina Jolie|Gerard Butler|Ciar\u00e1n Hinds|Chris Barrie|Noah Taylor|Djimon Hounsou|Til Schweiger|Simon Yam|Terence Yin|
52299,American Hardcore (2006),Documentary,Gary Ross,Tobey Maguire|Jeff Bridges|Elizabeth Banks|Chris Cooper
52319,Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War,Robert Rodriguez,Antonio Banderas|Carla Gugino|Alexa Vega|Daryl Sabara
52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,Gregor Jordan,Joaquin Phoenix|Ed Harris|Scott Glenn|Anna Paquin|Elizabeth McGovern|Michael Pe\u00f1a|Dean Stockwell|Idris Elba|
52375,Hoax|The (2007),Crime|Drama,Todd Graff,Anna Kendrick|Daniel Letterle|Chris Spain|Don Dixon
52435,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical,Mike Figgis,Max Beesley|Fabrizio Bentivoglio|Brian Bovell|Saffron Burrows|Valentina Cervi|Christopher Fulford|Valeria Golino|Salma Hayek|Danny Huston|Rhys Ifans|Jason Isaacs|Lucy Liu|M\u00eda Maestro|John Malkovich|Chiara Mastroianni|Laura Morante|Ornella Muti|Burt Reynolds|Stefania Rocca|Julian Sands|David Schwimmer|Mark Strong
52458,Disturbia (2007),Drama|Thriller,Antonia Serrano,Cecilia Roth|Carlos \u00c1lvarez-Novoa|Kuno Becker|Manuel Blejerman
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,Fernando Le\u00f3n de Aranda,Javier Bardem|Luis Tosar|Jos\u00e9 \u00c1ngel Egido|Nieve de Medina
52579,Vie en Rose|La (M??me|La) (2007),Drama|Musical,Gavin Grazer,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|Paulo Costanzo|David Krumholtz|Joshua Leonard|Ivan Sergei|Marcus Thomas|Jeffrey Tambor|Renee Olstead|
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,Billy Wilder,Jack Lemmon|Juliet Mills|Clive Revill|Edward Andrews
52644,Vacancy (2007),Horror|Thriller,Duncan Gibbins,Gregory Hines|Ren\u00e9e Soutendijk|Michael Greene|Kurt Fuller
52668,In the Land of Women (2007),Comedy|Drama|Romance,Burt Reynolds|James Best,Burt Reynolds|Jack Weston|Lauren Hutton|Jerry Reed
52694,Mr. Bean's Holiday (2007),Comedy,Richard Lester,Richard Harris|Omar Sharif|David Hemmings|Anthony Hopkins
52712,Invisible|The (2007),Crime|Drama|Fantasy|Mystery|Thriller,Albert Pyun,Sasha Mitchell|Peter Boyle|Dennis Chan|Cary-Hiroyuki Tagawa|John Diehl|Heather McComb|Brian Austin Green|Gene LeBell
52715,Kickin It Old Skool (2007),Comedy,Billy Wilder,Dean Martin|Kim Novak|Ray Walston|Felicia Farr
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,Billy Wilder,James Cagney|Horst Buchholz|Pamela Tiffin|Arlene Francis
52724,Lucky You (2007),Comedy|Drama,Sandra Werneck,Murilo Ben\u00edcio|Carolina Ferraz|Emilio de Melo|Beth Goulart
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy,Billy Wilder,Robert Stephens|Colin Blakely|Genevi\u00e8ve Page|Christopher Lee
52767,21 Up (1977),Documentary,Guy Hamilton,Fred Ward|Joel Grey|Wilford Brimley|J.A. Preston|Kate Mulgrew
52784,Sharkwater (2006),Documentary,David Webb Peoples,Rutger Hauer|Delroy Lindo|Anna Katerina|Vincent D'Onofrio|Joan Chen
52831,Maniac Cop (1988),Action|Crime|Horror|Thriller,Woody Allen|Senkichi Taniguchi,Tatsuya Mihashi|Akiko Wakabayashi|Mie Hama|John Sebastian
52867,Ex|The (2007),Comedy|Romance,Joseph Sargent,Burt Reynolds|Jennifer Billingsley|Ned Beatty|Bo Hopkins
52885,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi,Jesse Dylan,Jason Biggs|Seann William Scott|Alyson Hannigan|Eddie Kaye Thomas|Thomas Ian Nicholas|Eugene Levy
52950,Day Watch (Dnevnoy dozor) (2006),Action|Fantasy|Horror|Thriller,Martin Brest,Ben Affleck|Christopher Walken|Jennifer Lopez|Lenny Venito|Al Pacino
52952,This Is England (2006),Drama,Claude Lelouch,Jeremy Irons|Patricia Kaas|Thierry Lhermitte|Jean-Marie Bigard|Claudia Cardinale|Ticky Holgado|Yvan Attal|Paul Freeman
52967,Away from Her (2006),Drama,Phillip J. Bartell|Alan Brown,Mike Albo|Michael Booth|Nora Burns|Craig Chester
52973,Knocked Up (2007),Comedy|Drama|Romance,Craig Ferguson,Craig Ferguson|Charlotte Church|Jemma Redgrave|Joss Ackland
52975,Hairspray (2007),Comedy|Drama|Musical,Peter Mullan,Geraldine McEwan|Anne-Marie Duff|Nora-Jane Noone|Dorothy Duffy
53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller,Alan Rudolph,Campbell Scott|Hope Davis|Denis Leary|Robin Tunney
53022,Wheels on Meals (Kuai can che) (1984),Action|Comedy|Crime|Romance,Mark Waters,Jamie Lee Curtis|Lindsay Lohan|Harold Gould|Janet Choi
53024,Jonestown: The Life and Death of Peoples Temple (2006),Documentary,Julie Lopes-Curval,Jonathan Zacca\u00ef|Bulle Ogier|Ludmila Mika\u00ebl|Liliane Rov\u00e8re
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,Clark Johnson,Samuel L. Jackson|Colin Farrell|Jeremy Renner|Michelle Rodriguez
53123,Once (2006),Drama|Musical|Romance,James Ivory,Kate Hudson|Naomi Watts|Melvil Poupaud|Leslie Caron|Thierry Lhermitte|Glenn Close|Sam Waterston|Stockard Channing|Thomas Lennon|Romain Duris|Bebe Neuwirth|Matthew Modine|Stephen Fry
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,Shinsuke Sato,Hideaki Ito|Yumiko Shaku|Shir\u00f4 Sano|Yoichi Numata
53127,Bug (2007),Drama|Horror|Thriller,Dana Brown,Rochelle Ballard|Shawn Barron|Layne Beachley|Jesse Brad Billauer
53129,Mr. Brooks (2007),Crime|Drama|Thriller,Pier Paolo Pasolini,Franco Citti|Franca Pasut|Silvana Corsini|Paula Guidi
53138,Librarian: Return to King Solomon's Mines|The (2006),Action|Adventure|Fantasy,Arthur Borman,Michael Riley|Stephen Rappaport|Tamara Mello|Ashlie Rhey
53140,Librarian: Quest for the Spear|The (2004),Action|Adventure|Comedy|Fantasy|Romance,John Cassavetes,Peter Falk|Alan Arkin|Beverly D'Angelo|Charles Durning
53143,Fay Grim (2006),Action|Thriller,Frank Henenlotter,Rick Hearst|Gordon MacDonald|Jennifer Lowry|Theo Barnes
53161,I'm a Cyborg|But That's OK (Saibogujiman kwenchana) (2006),Comedy|Drama|Romance|Sci-Fi,George Cukor,Ronald Colman|Signe Hasso|Edmond O'Brien|Shelley Winters
53280,Breed|The (2006),Horror|Thriller,Pier Paolo Pasolini,Tot\u00f2|Ninetto Davoli|Femi Benussi|Umberto Bevilacqua
53318,Cashback (2006),Comedy|Drama|Romance,Arthur Hiller,Maximilian Schell|Lois Nettleton|Luther Adler|Lawrence Pressman
53322,Ocean's Thirteen (2007),Crime|Thriller,Alan Ari Lazar,John Light|Jeffrey Donovan|Megan Dodds|Peter Coyote
53326,Them (Ils) (2006),Horror,Lewis Milestone,Myrna Loy|Robert Mitchum|Louis Calhern|Shepperd Strudwick
53355,Sun Alley (Sonnenallee) (1999),Comedy|Romance,Karl Slovin,Stanley Tucci|Kari Wuhrer|Ron Eldard|Conrad Goode
53435,Hostel: Part II (2007),Crime|Horror|Thriller,Pier Paolo Pasolini,Enrique Irazoqui|Margherita Caruso|Suzanna Pasolini|Marcello Morante
53447,Paranoid Park (2007),Crime|Drama,Leonard Kastle|Donald Volkman,Shirley Stoler|Tony Lo Bianco|Mary Jane Higby|Doris Roberts
53450,Legend of Sleepy Hollow|The (1980),Comedy|Fantasy|Horror,Vittorio De Sica,Carlo Battisti|Maria-Pia Casilio|Lina Gennari|Ileana Simova
53453,Starcrash (a.k.a. Star Crash) (1978),Action|Adventure|Fantasy|Sci-Fi,Joe Berlinger|Bruce Sinofsky,Connie Chung|Delbert Ward
53460,Surf's Up (2007),Animation|Children|Comedy,Mike Nichols,George C. Scott|Trish Van Devere|Paul Sorvino|Fritz Weaver
53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,Lawrence Kasdan,Kevin Kline|Tracey Ullman|Joan Plowright|River Phoenix|William Hurt|Keanu Reeves|Victoria Jackson|Heather Graham
53466,Nancy Drew (2007),Adventure|Crime|Thriller,Ronny Yu,Robert Englund|Ken Kirzinger|Monica Keena|Kelly Rowland
